age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,montant_augmentation_precedente,ratio_anciennete_carriere,inertie_poste,stagnation_promotion,revenu_par_annee_experience,revenu_par_niveau,satisfaction_globale,satisfaction_min,delta_performance,hs_et_salaire_bas,jeune_faible_anciennete,trajet_long,job_hopper
35,M,4323,Célibataire,Ressources Humaines,Ressources Humaines,1,6,5,4,0,2,8,4,Entrepreunariat,Occasionnel,1,4,3,3,1,3,2,1,3,Non,17.0,628,0.833,0.8,0.2,617.57,4322.96,2.25,1,0,0,0,0,0
29,F,7336,Marié(e),Commercial,Cadre Commercial,1,11,11,8,1,3,23,1,Infra & Cloud,Occasionnel,3,10,4,2,3,1,1,1,3,Non,13.0,844,1.0,0.727,0.273,611.33,2445.33,1.75,1,1,0,0,1,0
40,F,13499,Célibataire,Consulting,Directeur Technique,9,20,18,7,0,3,9,4,Transformation Digitale,Frequent,2,13,2,3,3,3,3,2,3,Non,17.0,1961,0.9,0.389,0.111,642.81,4499.65,2.5,2,0,0,0,0,1
42,M,13758,Célibataire,Commercial,Cadre Commercial,0,22,21,9,0,2,12,3,Infra & Cloud,Frequent,13,14,3,3,4,1,2,2,3,Oui,12.0,1474,0.955,0.429,0.619,598.17,3439.49,2.0,1,0,0,0,0,0
42,M,5155,Célibataire,Commercial,Cadre Commercial,7,9,6,4,0,3,4,4,Marketing,Occasionnel,1,5,2,3,2,1,4,4,3,Non,13.0,593,0.667,0.667,0.167,515.5,2577.49,2.75,1,0,0,0,0,1
35,M,2258,Marié(e),Consulting,Consultant,6,10,8,0,1,2,1,4,Transformation Digitale,Occasionnel,1,7,4,2,1,3,2,3,3,Non,12.0,242,0.8,0.0,0.125,205.27,2257.98,3.0,2,1,0,0,0,1
24,M,3597,Célibataire,Consulting,Consultant,8,6,4,3,0,2,24,3,Transformation Digitale,Occasionnel,1,2,4,3,1,2,4,3,4,Non,22.0,649,0.667,0.75,0.25,513.86,3596.96,3.25,2,1,0,0,1,1
28,F,2515,Marié(e),Consulting,Consultant,1,1,1,1,0,4,12,1,Infra & Cloud,Occasionnel,0,0,3,3,1,4,4,2,3,Oui,11.0,249,1.0,1.0,0.0,1257.5,2514.97,3.25,2,0,1,1,0,0
26,M,4420,Marié(e),Consulting,Consultant,1,8,8,7,1,2,3,4,Transformation Digitale,Occasionnel,0,7,1,4,1,4,2,3,4,Non,22.0,797,1.0,0.875,0.0,491.11,4419.96,2.5,1,0,0,0,0,0
30,M,6578,Marié(e),Commercial,Cadre Commercial,1,10,10,3,1,3,10,3,Marketing,Occasionnel,1,4,3,2,2,3,1,3,3,Non,18.0,1003,1.0,0.3,0.1,598.0,3288.98,2.5,1,1,0,0,0,0
40,F,4422,Marié(e),Consulting,Assistant de Direction,3,16,1,1,1,3,26,2,Transformation Digitale,Frequent,0,0,3,2,2,4,4,1,3,Oui,13.0,509,0.062,1.0,0.0,260.12,2210.99,3.0,1,1,1,0,1,0
35,M,10274,Divorcé(e),Consulting,Tech Lead,2,15,7,7,1,2,2,3,Infra & Cloud,Occasionnel,6,4,3,2,3,2,2,4,3,Non,18.0,1567,0.467,1.0,0.857,642.12,3424.66,2.75,2,1,0,0,0,0
34,M,5343,Célibataire,Consulting,Manager,0,14,13,9,0,3,1,3,Transformation Digitale,Frequent,4,9,4,2,2,1,3,3,4,Non,20.0,890,0.929,0.692,0.308,356.2,2671.49,2.75,1,2,0,0,0,0
35,M,2376,Marié(e),Consulting,Consultant,1,2,2,2,1,2,4,4,Autre,Frequent,2,2,4,2,1,4,2,4,3,Non,13.0,273,1.0,1.0,1.0,792.0,2375.98,3.5,2,1,0,0,0,0
43,F,5346,Célibataire,Commercial,Cadre Commercial,8,7,4,3,0,2,9,3,Marketing,Occasionnel,1,3,1,1,2,3,2,2,3,Non,13.0,615,0.571,0.75,0.25,668.25,2672.99,2.0,1,2,0,0,0,1
32,F,2827,Divorcé(e),Commercial,Représentant Commercial,1,1,1,0,3,3,2,1,Infra & Cloud,Aucun,0,0,3,3,1,1,3,3,3,Non,12.0,303,1.0,0.0,0.0,1413.5,2826.97,2.5,1,0,0,0,0,0
56,F,19943,Divorcé(e),Consulting,Senior Manager,4,28,5,2,1,2,4,4,Entrepreunariat,Occasionnel,4,2,4,3,5,1,4,3,3,Non,13.0,2294,0.179,0.4,0.8,687.69,3988.59,3.0,1,0,0,0,0,0
29,F,3131,Marié(e),Consulting,Consultant,1,10,10,8,1,5,6,1,Transformation Digitale,Occasionnel,0,8,2,3,1,4,1,3,3,Non,13.0,360,1.0,0.8,0.0,284.64,3130.97,2.5,1,0,0,0,0,0
19,M,2552,Célibataire,Consulting,Assistant de Direction,1,1,1,1,0,4,9,2,Infra & Cloud,Occasionnel,0,0,3,3,1,1,3,3,4,Non,25.0,510,1.0,1.0,0.0,1276.0,2551.97,2.5,1,1,0,1,0,0
45,F,4477,Marié(e),Consulting,Assistant de Direction,4,7,3,2,1,2,7,3,Transformation Digitale,Occasionnel,0,2,1,3,1,3,3,2,3,Oui,19.0,715,0.429,0.667,0.0,559.62,4476.96,2.25,1,0,1,0,0,0
37,F,6474,Marié(e),Consulting,Tech Lead,1,14,14,8,1,2,1,3,Infra & Cloud,Occasionnel,3,11,4,2,2,4,2,2,3,Non,13.0,745,1.0,0.571,0.214,431.6,3236.98,3.0,2,1,0,0,0,0
20,M,3033,Célibataire,Consulting,Consultant,1,2,2,2,0,2,3,3,Infra & Cloud,Occasionnel,1,2,1,2,1,3,1,2,3,Non,12.0,325,1.0,1.0,0.5,1011.0,3032.97,1.75,1,1,0,1,0,0
44,M,2936,Célibataire,Consulting,Assistant de Direction,1,6,6,4,0,4,10,4,Infra & Cloud,Occasionnel,0,2,3,3,1,3,3,3,3,Oui,11.0,291,1.0,0.667,0.0,419.43,2935.97,3.0,3,0,1,0,0,0
53,F,18606,Divorcé(e),Consulting,Senior Manager,3,26,7,7,1,6,7,2,Transformation Digitale,Occasionnel,4,7,4,3,5,3,2,3,3,Non,18.0,2838,0.269,1.0,0.571,689.11,3721.19,3.0,2,0,0,0,0,0
29,F,2168,Marié(e),Consulting,Assistant de Direction,0,6,5,4,1,2,15,1,Infra & Cloud,Occasionnel,1,3,2,1,1,4,1,2,3,Oui,18.0,331,0.833,0.8,0.2,309.71,2167.98,2.25,1,2,1,0,1,0
22,M,2853,Marié(e),Consulting,Assistant de Direction,0,1,0,0,1,5,3,4,Infra & Cloud,Frequent,0,0,3,2,1,4,2,3,3,Oui,11.0,283,0.0,0.0,0.0,1426.5,2852.97,3.0,2,1,1,1,0,0
46,F,17048,Marié(e),Commercial,Senior Manager,8,28,26,15,0,2,2,3,Marketing,Occasionnel,15,9,3,3,4,1,1,3,4,Non,23.0,3188,0.929,0.577,0.577,587.86,4261.99,2.0,1,1,0,0,0,1
44,M,2290,Célibataire,Consulting,Assistant de Direction,2,6,0,0,0,3,17,3,Infra & Cloud,Aucun,0,0,4,1,1,3,4,3,3,Non,13.0,263,0.0,0.0,0.0,327.14,2289.98,3.5,3,2,0,0,1,0
33,M,3600,Marié(e),Ressources Humaines,Ressources Humaines,1,5,5,4,1,2,2,3,Ressources Humaines,Occasionnel,1,4,2,3,1,3,4,3,3,Non,13.0,414,1.0,0.8,0.2,600.0,3599.96,3.0,2,0,0,0,0,0
41,M,2107,Divorcé(e),Consulting,Assistant de Direction,6,5,1,0,1,2,5,2,Infra & Cloud,Aucun,0,0,1,2,1,1,1,1,3,Non,17.0,306,0.2,0.0,0.0,351.17,2106.98,1.0,1,1,0,0,0,1
30,M,4115,Divorcé(e),Commercial,Cadre Commercial,8,8,4,3,3,3,29,4,Infra & Cloud,Occasionnel,0,3,3,3,2,1,3,3,3,Non,19.0,657,0.5,0.75,0.0,457.22,2057.49,2.5,1,0,0,0,1,1
40,M,4327,Marié(e),Commercial,Cadre Commercial,5,5,0,0,3,2,2,4,Transformation Digitale,Frequent,0,0,2,3,2,2,4,3,3,Non,12.0,464,0.0,0.0,0.0,721.17,2163.49,2.75,2,0,0,0,0,1
50,F,17856,Marié(e),Consulting,Senior Manager,2,32,2,2,1,3,2,3,Transformation Digitale,Frequent,2,2,4,3,4,1,3,3,4,Non,22.0,3220,0.062,1.0,1.0,541.09,4463.99,2.75,1,1,0,0,0,0
28,M,3196,Marié(e),Consulting,Consultant,1,6,6,5,3,2,19,4,Transformation Digitale,Occasionnel,3,3,4,2,1,1,3,3,3,Non,12.0,342,1.0,0.833,0.5,456.57,3195.97,2.75,1,1,0,0,1,0
46,M,19081,Marié(e),Consulting,Directeur Technique,5,25,4,2,1,2,15,2,Infra & Cloud,Occasionnel,0,3,4,3,5,2,1,3,3,Non,11.0,1891,0.16,0.5,0.0,733.88,3816.19,2.5,1,0,0,0,1,1
35,M,8966,Marié(e),Commercial,Cadre Commercial,3,15,7,7,3,2,17,4,Infra & Cloud,Occasionnel,1,7,3,3,2,1,4,3,3,Oui,15.0,1169,0.467,1.0,0.143,560.38,4482.98,2.75,1,0,0,0,1,0
24,F,2210,Marié(e),Consulting,Consultant,1,1,1,0,1,3,17,2,Infra & Cloud,Occasionnel,0,0,4,3,1,2,1,1,3,Non,13.0,254,1.0,0.0,0.0,1105.0,2209.98,2.0,1,0,0,1,1,0
33,F,4539,Marié(e),Commercial,Cadre Commercial,1,10,10,7,1,3,25,3,Transformation Digitale,Frequent,0,1,2,3,2,3,1,2,3,Non,12.0,486,1.0,0.7,0.0,412.64,2269.49,2.0,1,0,0,0,1,0
36,M,2741,Divorcé(e),Consulting,Consultant,1,7,7,7,1,4,6,4,Infra & Cloud,Occasionnel,1,7,3,1,1,3,3,3,3,Non,14.000000000000002,337,1.0,1.0,0.143,342.62,2740.97,3.0,3,2,0,0,0,0
30,M,3491,Divorcé(e),Consulting,Consultant,1,10,10,7,3,4,7,4,Infra & Cloud,Occasionnel,8,9,3,3,2,3,1,2,3,Non,13.0,402,1.0,0.7,0.8,317.36,1745.49,2.25,1,0,0,0,0,0
44,M,4541,Célibataire,Consulting,Assistant de Direction,1,20,20,11,0,3,29,4,Autre,Occasionnel,13,17,4,3,2,4,2,3,4,Non,25.0,908,1.0,0.55,0.65,216.24,2270.49,3.25,2,1,0,0,1,0
20,M,2678,Célibataire,Commercial,Représentant Commercial,1,2,2,1,0,2,21,3,Marketing,Occasionnel,2,2,3,4,1,4,4,3,3,Non,17.0,389,1.0,0.5,1.0,892.67,2677.97,3.5,3,-1,0,1,1,0
46,M,7379,Divorcé(e),Consulting,Tech Lead,2,12,6,3,1,3,2,4,Entrepreunariat,Occasionnel,1,4,4,3,2,4,3,2,3,Non,11.0,731,0.5,0.5,0.167,567.62,3689.48,3.25,2,0,0,0,0,0
42,M,6272,Marié(e),Ressources Humaines,Ressources Humaines,7,10,4,3,1,3,2,5,Transformation Digitale,Aucun,0,3,4,4,2,1,1,4,3,Non,16.0,865,0.4,0.75,0.0,570.18,3135.98,2.5,1,-1,0,0,0,1
60,M,5220,Divorcé(e),Commercial,Cadre Commercial,0,12,11,7,1,3,7,4,Marketing,Occasionnel,1,9,2,4,2,4,2,3,3,Oui,18.0,796,0.917,0.636,0.091,401.54,2609.99,2.75,2,-1,0,0,0,0
32,F,2743,Marié(e),Consulting,Consultant,1,2,2,2,1,2,13,3,Autre,Frequent,2,2,3,2,1,2,3,3,4,Non,20.0,457,1.0,1.0,1.0,914.33,2742.97,2.75,2,2,0,0,0,0
32,F,4998,Célibataire,Consulting,Assistant de Direction,4,10,8,7,0,2,2,2,Infra & Cloud,Frequent,0,7,4,3,2,3,4,3,3,Oui,14.000000000000002,614,0.8,0.875,0.0,454.36,2498.99,3.5,3,0,0,0,0,0
36,F,10252,Divorcé(e),Consulting,Tech Lead,2,17,7,7,1,2,1,3,Entrepreunariat,Occasionnel,7,7,3,1,3,1,3,3,4,Oui,21.0,1779,0.412,1.0,1.0,569.56,3417.32,2.5,1,3,0,0,0,0
33,M,2781,Marié(e),Consulting,Assistant de Direction,0,15,14,10,1,5,9,3,Transformation Digitale,Occasionnel,4,10,1,3,1,4,2,3,3,Non,13.0,320,0.933,0.714,0.286,173.81,2780.97,2.5,1,0,0,0,0,0
40,F,6852,Divorcé(e),Commercial,Cadre Commercial,7,7,5,1,1,2,10,3,Entrepreunariat,Occasionnel,1,3,2,2,2,2,2,4,3,Non,12.0,734,0.714,0.2,0.2,856.5,3425.98,2.5,2,1,0,0,0,1
25,M,4950,Célibataire,Commercial,Cadre Commercial,0,5,4,3,0,4,10,4,Infra & Cloud,Occasionnel,1,1,3,3,2,4,2,3,3,Non,14.000000000000002,608,0.8,0.75,0.25,825.0,2474.99,3.0,2,0,0,0,0,0
30,M,3579,Marié(e),Consulting,Assistant de Direction,0,12,11,9,1,2,1,3,Transformation Digitale,Occasionnel,5,7,4,3,1,2,1,3,4,Oui,21.0,621,0.917,0.818,0.455,275.31,3578.96,2.5,1,1,1,0,0,0
42,F,13191,Marié(e),Consulting,Directeur Technique,3,20,1,0,0,6,26,5,Transformation Digitale,Frequent,0,0,1,3,3,1,3,3,3,Oui,17.0,1917,0.05,0.0,0.0,628.14,4396.99,2.0,1,0,0,0,1,0
35,F,10377,Marié(e),Commercial,Cadre Commercial,4,16,13,2,1,6,8,2,Marketing,Aucun,4,12,3,2,3,4,2,2,3,Oui,11.0,1028,0.812,0.154,0.308,610.41,3458.99,2.75,2,1,0,0,0,0
27,M,2235,Marié(e),Consulting,Assistant de Direction,1,9,9,7,2,3,14,3,Infra & Cloud,Occasionnel,6,8,1,3,1,1,4,2,3,Oui,14.000000000000002,274,1.0,0.778,0.667,223.5,2234.98,2.0,1,0,1,0,0,0
54,F,10502,Divorcé(e),Consulting,Tech Lead,7,33,5,4,1,2,1,4,Infra & Cloud,Frequent,1,4,4,3,3,3,1,1,3,Non,17.0,1526,0.152,0.8,0.2,308.88,3500.65,2.25,1,0,0,0,0,1
44,F,2011,Marié(e),Consulting,Assistant de Direction,1,10,10,5,1,5,2,1,Infra & Cloud,Occasionnel,7,7,1,4,1,4,4,3,3,Non,13.0,231,1.0,0.5,0.7,182.82,2010.98,3.0,1,-1,0,0,0,0
19,F,1859,Célibataire,Consulting,Assistant de Direction,1,1,1,1,0,2,10,3,Transformation Digitale,Aucun,0,0,1,2,1,2,2,4,4,Oui,25.0,372,1.0,1.0,0.0,929.5,1858.98,2.25,1,2,1,1,0,0
29,F,3760,Divorcé(e),Consulting,Assistant de Direction,1,3,3,2,3,5,1,3,Infra & Cloud,Occasionnel,1,2,1,3,1,4,1,3,3,Non,15.0,490,1.0,0.667,0.333,940.0,3759.96,2.25,1,0,0,0,0,0
54,M,17779,Marié(e),Consulting,Directeur Technique,3,36,10,9,0,2,3,3,Infra & Cloud,Occasionnel,0,9,4,3,4,4,1,3,3,Non,14.000000000000002,2183,0.278,0.9,0.0,480.51,4444.74,3.0,1,0,0,0,0,0
31,M,6833,Marié(e),Consulting,Manager,1,6,6,5,0,2,11,2,Transformation Digitale,Occasionnel,0,1,3,3,2,1,4,2,3,Oui,12.0,732,1.0,0.833,0.0,976.14,3416.48,2.5,1,0,0,0,0,0
31,F,6812,Célibataire,Consulting,Manager,1,10,10,9,0,2,24,3,Transformation Digitale,Occasionnel,1,8,3,2,2,1,2,3,3,Non,19.0,1088,1.0,0.9,0.1,619.27,3405.98,2.25,1,1,0,0,1,0
59,F,5171,Célibataire,Commercial,Cadre Commercial,5,13,6,1,0,2,3,3,Infra & Cloud,Occasionnel,0,5,3,2,2,4,4,3,3,Non,17.0,751,0.462,0.167,0.0,369.36,2585.49,3.5,3,1,0,0,0,1
43,M,19740,Marié(e),Consulting,Directeur Technique,3,25,8,7,1,2,3,3,Infra & Cloud,Occasionnel,0,7,3,1,5,4,2,3,3,Non,14.000000000000002,2424,0.32,0.875,0.0,759.23,3947.99,3.0,2,2,0,0,0,0
49,M,18711,Marié(e),Consulting,Senior Manager,2,23,1,0,1,2,4,2,Transformation Digitale,Occasionnel,0,0,1,2,5,3,3,4,3,Non,13.0,2153,0.043,0.0,0.0,779.62,3742.19,2.75,1,1,0,0,0,0
36,M,3692,Marié(e),Consulting,Assistant de Direction,1,12,11,10,0,2,3,3,Entrepreunariat,Frequent,0,7,3,3,1,2,3,2,3,Non,12.0,396,0.917,0.909,0.0,284.0,3691.96,2.5,2,0,0,0,0,0
48,M,2559,Célibataire,Consulting,Consultant,5,7,1,0,0,4,2,2,Entrepreunariat,Occasionnel,0,0,4,4,1,2,3,2,3,Non,11.0,254,0.143,0.0,0.0,319.88,2558.97,2.75,2,-1,0,0,0,1
27,M,2517,Divorcé(e),Consulting,Assistant de Direction,1,5,5,3,3,2,4,2,Infra & Cloud,Occasionnel,0,3,1,3,1,3,2,3,3,Non,11.0,249,1.0,0.6,0.0,419.5,2516.97,2.25,1,0,0,0,0,0
29,M,6623,Divorcé(e),Consulting,Manager,1,6,6,0,2,2,7,3,Infra & Cloud,Occasionnel,1,0,3,3,2,4,2,3,3,Oui,11.0,656,1.0,0.0,0.167,946.14,3311.48,3.0,2,0,0,0,0,0
48,M,18265,Célibataire,Consulting,Directeur Technique,6,25,1,0,0,3,1,3,Infra & Cloud,Occasionnel,0,0,4,2,5,4,3,4,3,Non,12.0,1957,0.04,0.0,0.0,702.5,3652.99,3.75,3,1,0,0,0,1
29,F,16124,Divorcé(e),Consulting,Directeur Technique,3,9,7,7,2,2,1,3,Infra & Cloud,Occasionnel,1,7,4,2,4,4,2,2,3,Non,14.000000000000002,1980,0.778,1.0,0.143,1612.4,4030.99,3.0,2,1,0,0,0,0
34,F,2585,Marié(e),Consulting,Assistant de Direction,0,2,1,0,0,5,20,3,Entrepreunariat,Occasionnel,0,0,3,4,1,3,4,2,3,Non,17.0,376,0.5,0.0,0.0,861.67,2584.97,3.0,2,-1,0,0,1,0
44,M,18213,Marié(e),Commercial,Senior Manager,7,26,22,9,1,5,5,3,Marketing,Occasionnel,3,10,2,3,5,2,3,3,3,Non,11.0,1805,0.846,0.409,0.136,674.56,3642.59,2.5,2,0,0,0,0,1
33,M,8380,Divorcé(e),Commercial,Cadre Commercial,0,10,9,8,2,3,10,5,Marketing,Occasionnel,0,8,4,4,3,3,4,3,3,Oui,14.000000000000002,1029,0.9,0.889,0.0,761.82,2793.32,3.5,3,-1,0,0,0,0
19,F,2994,Célibataire,Consulting,Assistant de Direction,1,1,1,0,0,2,25,3,Infra & Cloud,Occasionnel,0,1,2,4,1,4,4,3,3,Oui,12.0,321,1.0,0.0,0.0,1497.0,2993.97,3.25,2,-1,1,1,1,0
23,M,1223,Marié(e),Consulting,Assistant de Direction,1,1,1,0,1,2,1,2,Infra & Cloud,Occasionnel,0,1,4,3,1,3,4,3,4,Non,22.0,221,1.0,0.0,0.0,611.5,1222.99,3.5,3,1,0,1,0,0
25,M,1118,Célibataire,Commercial,Représentant Commercial,1,1,1,0,0,4,24,1,Infra & Cloud,Frequent,1,0,3,1,1,4,4,3,3,Oui,14.000000000000002,137,1.0,0.0,1.0,559.0,1117.99,3.5,3,2,1,1,1,0
26,M,2875,Célibataire,Consulting,Assistant de Direction,1,8,8,5,0,2,4,2,Infra & Cloud,Occasionnel,2,2,3,3,1,4,2,2,4,Oui,20.0,479,1.0,0.625,0.25,319.44,2874.97,2.75,2,1,1,0,0,0
45,F,18824,Célibataire,Commercial,Senior Manager,2,26,24,10,0,2,2,3,Marketing,Occasionnel,1,11,1,1,5,2,1,3,3,Oui,16.0,2596,0.923,0.417,0.042,697.19,3764.79,1.75,1,2,0,0,0,0
55,M,13577,Divorcé(e),Consulting,Manager,1,34,33,9,1,3,8,1,Transformation Digitale,Aucun,15,0,4,2,4,2,4,3,3,Oui,15.0,1771,0.971,0.273,0.455,387.91,3394.24,3.25,2,1,0,0,0,0
21,F,2625,Célibataire,Consulting,Consultant,1,2,2,2,0,2,10,2,Infra & Cloud,Frequent,2,2,1,2,1,3,3,1,4,Non,20.0,438,1.0,1.0,1.0,875.0,2624.97,2.0,1,2,0,1,0,0
46,F,18789,Marié(e),Commercial,Senior Manager,2,26,11,4,1,2,4,2,Marketing,Occasionnel,0,8,4,2,5,2,3,3,3,Non,14.000000000000002,2307,0.423,0.364,0.0,695.89,3757.79,3.0,2,1,0,0,0,0
34,F,4538,Célibataire,Commercial,Cadre Commercial,0,4,3,2,0,3,2,3,Marketing,Occasionnel,0,2,3,3,2,1,4,3,3,Oui,12.0,486,0.75,0.667,0.0,907.6,2268.99,2.75,1,0,1,0,0,0
51,M,19847,Divorcé(e),Commercial,Senior Manager,4,31,29,10,1,5,9,3,Infra & Cloud,Frequent,11,10,4,3,5,2,1,2,4,Oui,24.0,3841,0.935,0.345,0.379,620.22,3969.39,2.25,1,1,0,0,0,0
59,M,10512,Célibataire,Consulting,Tech Lead,6,25,9,7,0,6,18,4,Transformation Digitale,Occasionnel,5,4,4,3,3,4,4,2,3,Non,12.0,1126,0.36,0.778,0.556,404.31,3503.99,3.5,2,0,0,0,1,1
34,F,4444,Divorcé(e),Consulting,Consultant,4,15,11,8,2,2,19,3,Transformation Digitale,Frequent,5,10,3,3,2,2,3,4,3,Non,13.0,511,0.733,0.727,0.455,277.75,2221.99,3.0,2,0,0,0,1,0
28,M,2154,Célibataire,Consulting,Consultant,0,5,4,2,0,2,1,4,Transformation Digitale,Frequent,0,2,4,3,1,3,3,2,3,Oui,11.0,213,0.8,0.5,0.0,359.0,2153.98,3.0,2,0,1,0,0,0
44,M,19190,Divorcé(e),Consulting,Senior Manager,1,26,25,9,2,4,4,2,Infra & Cloud,Occasionnel,14,13,3,4,5,1,4,2,3,Non,14.000000000000002,2357,0.962,0.36,0.56,710.74,3837.99,2.5,1,-1,0,0,0,0
34,M,4490,Marié(e),Ressources Humaines,Ressources Humaines,4,14,10,9,2,5,11,3,Infra & Cloud,Frequent,1,8,3,2,2,2,4,4,3,Non,11.0,445,0.714,0.9,0.1,299.33,2244.99,3.25,2,1,0,0,0,0
35,M,3506,Marié(e),Consulting,Assistant de Direction,0,4,3,2,0,3,6,1,Infra & Cloud,Occasionnel,2,2,3,3,1,3,4,3,3,Oui,14.000000000000002,431,0.75,0.667,0.667,701.2,3505.96,3.25,3,0,1,0,0,0
42,F,2372,Marié(e),Consulting,Assistant de Direction,6,18,1,0,0,2,7,4,Transformation Digitale,Occasionnel,0,0,2,4,2,2,4,3,3,Oui,16.0,327,0.056,0.0,0.0,124.84,1185.99,2.75,2,-1,1,0,0,1
43,F,10231,Célibataire,Commercial,Cadre Commercial,3,23,21,7,0,3,4,4,Marketing,Occasionnel,15,17,4,2,3,4,4,4,3,Non,14.000000000000002,1256,0.913,0.333,0.714,426.29,3410.32,4.0,4,1,0,0,0,0
36,F,5410,Célibataire,Consulting,Tech Lead,9,18,16,14,0,2,2,4,Infra & Cloud,Occasionnel,5,12,3,3,2,2,4,3,3,Oui,11.0,536,0.889,0.875,0.312,284.74,2704.99,3.0,2,0,0,0,0,1
44,F,7978,Marié(e),Consulting,Manager,1,10,10,7,1,2,15,3,Transformation Digitale,Occasionnel,0,5,1,3,3,4,4,3,3,Non,11.0,791,1.0,0.7,0.0,725.27,2659.32,3.0,1,0,0,0,1,0
28,M,3867,Marié(e),Consulting,Consultant,1,2,2,2,1,2,2,3,Infra & Cloud,Frequent,2,2,4,2,1,4,2,3,3,Oui,12.0,414,1.0,1.0,1.0,1289.0,3866.96,3.25,2,1,1,1,0,0
51,F,2838,Célibataire,Consulting,Consultant,0,8,7,0,0,6,6,2,Transformation Digitale,Frequent,7,7,2,2,1,3,2,2,3,Non,14.000000000000002,349,0.875,0.0,1.0,315.33,2837.97,2.25,2,1,0,0,0,0
30,F,4695,Célibataire,Consulting,Tech Lead,7,10,8,4,0,3,9,2,Transformation Digitale,Aucun,1,7,3,3,2,3,3,3,3,Oui,18.0,716,0.8,0.5,0.125,426.82,2347.49,3.0,3,0,1,0,0,1
29,F,3339,Divorcé(e),Consulting,Consultant,3,10,7,7,2,2,7,3,Entrepreunariat,Occasionnel,7,7,2,3,1,3,1,3,3,Oui,13.0,384,0.7,1.0,1.0,303.55,3338.97,2.25,1,0,1,0,0,0
28,M,2080,Célibataire,Consulting,Assistant de Direction,2,5,3,2,0,2,1,3,Entrepreunariat,Occasionnel,1,2,4,3,1,1,2,2,3,Non,11.0,206,0.6,0.667,0.333,346.67,2079.98,2.25,1,0,0,0,0,0
25,F,2096,Célibataire,Consulting,Assistant de Direction,1,2,2,2,0,3,1,3,Transformation Digitale,Occasionnel,2,1,4,3,1,2,4,2,3,Non,18.0,320,1.0,1.0,1.0,698.67,2095.98,3.0,2,0,0,1,0,0
32,M,6209,Marié(e),Commercial,Cadre Commercial,1,10,10,7,2,4,8,3,Transformation Digitale,Occasionnel,0,8,3,4,2,4,3,4,3,Non,15.0,810,1.0,0.7,0.0,564.45,3104.48,3.5,3,-1,0,0,0,0
45,F,18061,Célibataire,Consulting,Senior Manager,3,22,0,0,0,4,25,3,Transformation Digitale,Frequent,0,0,2,3,5,2,3,3,4,Non,22.0,3257,0.0,0.0,0.0,785.26,3612.19,2.5,2,1,0,0,1,0
39,F,17123,Divorcé(e),Consulting,Senior Manager,6,21,19,9,2,4,13,4,Transformation Digitale,Occasionnel,15,2,3,2,4,2,4,3,3,Oui,13.0,1970,0.905,0.474,0.789,778.32,4280.74,3.0,2,1,0,0,0,1
58,M,2372,Divorcé(e),Consulting,Assistant de Direction,1,2,2,2,2,3,23,4,Infra & Cloud,Occasionnel,2,2,1,3,1,3,4,3,3,Non,12.0,254,1.0,1.0,1.0,790.67,2371.98,2.75,1,0,0,0,1,0
32,M,4883,Marié(e),Consulting,Consultant,1,10,10,4,1,3,7,2,Infra & Cloud,Occasionnel,1,1,4,3,2,3,1,3,3,Non,18.0,745,1.0,0.4,0.1,443.91,2441.49,2.75,1,0,0,0,0,0
39,M,3904,Célibataire,Consulting,Assistant de Direction,0,6,5,2,0,2,23,3,Transformation Digitale,Occasionnel,0,3,3,3,1,1,1,3,3,Non,13.0,449,0.833,0.4,0.0,557.71,3903.96,2.0,1,0,0,0,1,0
30,F,4627,Marié(e),Consulting,Consultant,0,10,9,2,1,6,6,3,Entrepreunariat,Occasionnel,6,7,1,2,2,4,1,3,3,Non,12.0,496,0.9,0.222,0.667,420.64,2313.49,2.25,1,1,0,0,0,0
36,F,7094,Marié(e),Consulting,Manager,3,10,7,7,0,0,10,4,Entrepreunariat,Occasionnel,1,7,4,3,3,3,1,3,3,Non,12.0,760,0.7,1.0,0.143,644.91,2364.66,2.75,1,0,0,0,0,0
46,F,3423,Célibataire,Ressources Humaines,Ressources Humaines,6,10,7,6,0,3,1,2,Infra & Cloud,Occasionnel,5,7,4,3,1,1,3,4,3,Non,12.0,367,0.7,0.857,0.714,311.18,3422.97,3.0,1,0,0,0,0,1
28,F,6674,Marié(e),Consulting,Consultant,0,10,9,8,3,6,1,3,Infra & Cloud,Aucun,7,5,3,1,2,4,1,3,3,Non,11.0,661,0.9,0.889,0.778,606.73,3336.98,2.75,1,2,0,0,0,0
50,F,16880,Marié(e),Consulting,Directeur Technique,4,25,3,2,0,2,28,3,Infra & Cloud,Occasionnel,1,2,4,3,4,1,2,3,3,Oui,11.0,1673,0.12,0.667,0.333,649.23,4219.99,2.5,1,0,0,0,1,0
